Respondent,Gender,University,Level of Education,Province,Fields of Study,Type of AI,PE1,PE2,PE3,PE4,PE5,PE6,PE7,PE8,PE9,PE10,PE11,PE12,PE13,PE14,PE15,PE16,PE17,PE18,PE19,PE20,CU1,CU2,CU3,CU4,ATU1,ATU2,ATU3,ATU4,ATU5,AUP1,AUP2,AUP3,AUP4,AUP5,MIUA1,MIUA2,MIUA3,MIUA4,MIUA5,Gender_Label,University_Label,Education_Label,Province_Label,Field_Label,AI_Label,PE_Score,CU_Score,ATU_Score,AUP_Score,MIUA_Score,PE_S,CU_S,ATU_S,AUP_S,MIUA_S
329,2,1,2.0,19.0,7.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.5,2.0,2.8,2.4,3.0,0.07398704191575227,0.8141189960382359,0.5304992037113406,0.5736558941360737,0.3813095201548038
330,2,1,2.0,19.0,7.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.8,1.5,2.2,2.0,2.0,-0.532739658159525,-0.321760558115908,-0.1154326971038575,-0.132175685549481,0.07083148981203774
331,2,1,2.0,19.0,7.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.3,1.75,3.6,2.8,3.4,-0.012688200952144922,0.43549247798685464,0.20753325330374156,-0.132175685549481,0.3813095201548038
332,2,1,2.0,34.0,7.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Female,Public,Undergraduate (S1),Papua (Jayapura),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,4.0,4.0,4.0,4.0,4.0,-1.2261416011026987,0.056865959935473324,-0.43839864751145585,-0.132175685549481,0.07083148981203774
333,2,1,2.0,19.0,7.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.4,2.75,2.4,2.6,2.4,-0.44606441529162855,0.056865959935473324,0.20753325330374156,0.22074010429329594,0.3813095201548038
334,2,1,2.0,19.0,7.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,3.5,2.25,3.0,2.6,2.8,-2.092894029781666,-0.321760558115908,-1.0843305483266532,-0.132175685549481,-1.1710806315590252
335,2,1,2.0,19.0,7.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.65,3.0,2.6,2.2,2.8,1.634141413537893,-1.0790135942186705,0.20753325330374156,-0.8380072652350357,0.3813095201548038
336,2,1,2.0,19.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,2.65,2.25,2.2,2.6,2.2,-0.44606441529162855,-0.321760558115908,-0.1154326971038575,-0.132175685549481,-0.5501245708734936
337,2,1,2.0,19.0,7.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.05,3.0,3.4,2.0,2.8,-1.2261416011026987,-0.7003870761672892,-0.1154326971038575,0.22074010429329594,-0.8606026012162591
338,2,1,2.0,19.0,7.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",DeepL,3.1,3.0,3.2,3.0,3.0,-0.44606441529162855,-0.321760558115908,0.20753325330374156,-0.132175685549481,0.3813095201548038
339,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.75,2.25,2.8,2.6,2.8,-0.012688200952144922,-0.7003870761672892,1.4993970549341364,0.9265716839788514,1.0022655808403353
340,2,1,2.0,21.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),East Java (Surabaya),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",DeepL,3.05,2.75,3.0,2.6,3.0,-0.6194149010274214,-0.7003870761672892,-0.43839864751145585,-0.132175685549481,-0.5501245708734936
341,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.35,2.5,2.6,2.6,2.8,1.114089956330513,-0.7003870761672892,-0.761364597919055,0.22074010429329594,-0.8606026012162591
342,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.8,2.5,3.0,2.8,3.0,-0.532739658159525,0.056865959935473324,-0.1154326971038575,-0.4850914753922587,0.3813095201548038
343,2,1,2.0,19.0,7.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,1.85,2.25,2.2,2.6,2.0,-2.3529197583853563,1.1927455140896173,-3.022126250772246,-2.9555020042917004,-2.723470783272854
344,2,1,2.0,19.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",DeepL,4.0,1.75,3.0,2.2,3.0,-0.18603868668793777,-0.321760558115908,-0.43839864751145585,-0.132175685549481,-0.5501245708734936
345,2,1,2.0,19.0,7.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.8,2.25,2.8,2.6,2.4,-0.35938917242373136,0.056865959935473324,-0.761364597919055,-0.132175685549481,-0.23964654053072765
346,2,1,2.0,19.0,7.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.35,2.0,2.8,2.8,2.2,-0.7060901438953185,0.056865959935473324,-0.1154326971038575,-0.132175685549481,0.3813095201548038
347,2,1,2.0,19.0,7.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.8,2.25,3.0,2.6,3.0,-0.09936344382004134,-0.321760558115908,0.20753325330374156,0.22074010429329594,0.6917875504975699
348,2,1,2.0,19.0,7.0,12.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Others,3.05,2.0,3.8,3.2,3.4,-0.9661158724990087,-0.7003870761672892,0.20753325330374156,-0.8380072652350357,1.6232216415258667
349,2,1,2.0,19.0,7.0,11.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,2.7,2.0,2.6,2.6,2.4,0.07398704191575227,0.056865959935473324,1.176431104526538,0.5736558941360737,0.07083148981203774
350,1,1,2.0,13.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,1.0,3.0,1.0,4.0,Male,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),Language (English/Japanese Literature & Education),Bing,3.7,2.0,2.4,2.8,2.2,-0.18603868668793777,0.8141189960382359,-0.761364597919055,-0.8380072652350357,-1.1710806315590252
351,2,1,2.0,19.0,2.0,7.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",Gamma,2.75,2.5,2.8,2.4,3.0,1.634141413537893,-0.7003870761672892,1.8223630053417355,1.2794874738216282,1.9336996718686328
352,2,2,2.0,18.0,6.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Female,Private,Undergraduate (S1),West Java (Bandung),"Economics (Economics, Management, Marketing, Economic Education)",ChatGPT,1.7,3.25,1.0,1.0,1.0,-0.6194149010274214,-1.0790135942186705,-0.1154326971038575,-0.132175685549481,0.6917875504975699
353,2,1,2.0,21.0,7.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,Female,Public,Undergraduate (S1),East Java (Surabaya),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",DeepL,2.95,2.25,2.6,2.6,2.4,0.24733752765154587,-0.321760558115908,0.20753325330374156,-0.8380072652350357,-0.23964654053072765
354,2,1,2.0,19.0,7.0,11.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,2.85,2.5,2.4,2.6,2.6,-0.09936344382004134,0.056865959935473324,-0.1154326971038575,-0.4850914753922587,-0.23964654053072765
355,2,1,2.0,19.0,7.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.65,2.5,2.8,2.6,3.0,-0.012688200952144922,-0.7003870761672892,0.20753325330374156,0.5736558941360737,0.3813095201548038
356,1,1,2.0,19.0,7.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,Male,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0,2.25,3.0,2.8,3.2,-0.6194149010274214,-1.0790135942186705,-0.43839864751145585,-0.4850914753922587,-0.23964654053072765
357,2,1,2.0,19.0,7.0,11.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,2.5,2.0,3.0,2.2,3.8,-0.012688200952144922,-0.7003870761672892,0.853465154118939,-0.4850914753922587,0.3813095201548038
358,2,1,2.0,19.0,7.0,11.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,3.1,2.5,3.6,3.0,2.8,1.027414713462616,-0.321760558115908,0.20753325330374156,0.22074010429329594,0.3813095201548038
359,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.95,3.0,2.4,2.2,2.0,-0.6194149010274214,-0.321760558115908,-0.1154326971038575,-0.8380072652350357,-0.8606026012162591
360,2,1,2.0,17.0,7.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Female,Public,Undergraduate (S1),Jakarta Special Region (Jakarta),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,4.0,2.0,4.0,3.4,4.0,-0.18603868668793777,-0.321760558115908,0.20753325330374156,0.5736558941360737,0.3813095201548038
361,1,1,3.0,19.0,7.0,11.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,Male,Public,,Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,2.7,1.75,2.8,2.6,3.2,-1.4861673297063887,-0.321760558115908,-1.0843305483266532,-0.132175685549481,-0.5501245708734936
362,2,1,2.0,19.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,3.2,2.25,3.0,2.2,2.6,-0.532739658159525,-0.321760558115908,-1.0843305483266532,-0.4850914753922587,-1.1710806315590252
363,2,1,2.0,19.0,7.0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,3.0,2.5,2.8,2.4,2.6,0.9407394705947195,-0.7003870761672892,0.853465154118939,-1.1909230550778134,0.6917875504975699
364,2,1,2.0,19.0,7.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.05,2.0,3.0,3.0,3.0,0.5940384991231323,1.5713720321409985,-0.1154326971038575,0.5736558941360737,-0.23964654053072765
365,2,1,2.0,19.0,7.0,3.0,4.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.7,1.75,2.6,2.4,2.6,-0.35938917242373136,-0.7003870761672892,-0.761364597919055,-2.249670424606146,-0.5501245708734936
366,2,1,2.0,19.0,7.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.05,2.0,3.4,2.4,3.0,-1.8328683011779758,-0.7003870761672892,-1.730262449141851,-1.896754634763368,-1.4815586619017909
367,2,1,2.0,21.0,7.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),East Java (Surabaya),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.65,2.25,3.0,2.8,3.0,-2.6996207298569432,-2.2148931483728145,-1.4072964987342522,0.5736558941360737,-1.1710806315590252
368,2,1,2.0,19.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,2.7,2.25,2.8,2.2,2.2,-0.09936344382004134,-0.7003870761672892,0.20753325330374156,-2.602586214448923,-0.5501245708734936
369,2,1,2.0,19.0,7.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,1.0,4.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.95,2.25,3.0,3.0,3.0,-0.09936344382004134,0.8141189960382359,-0.1154326971038575,0.22074010429329594,0.07083148981203774
370,1,1,2.0,19.0,7.0,7.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,Male,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Gamma,2.2,2.25,2.2,2.6,2.4,-1.4861673297063887,-0.7003870761672892,0.20753325330374156,-1.1909230550778134,-0.8606026012162591
371,2,1,1.0,4.0,6.0,12.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Female,Public,Associate Degree (D3),Sumatera Barat (Padang),"Economics (Economics, Management, Marketing, Economic Education)",Others,2.75,2.25,2.2,2.4,2.0,0.6807137419910295,-0.321760558115908,-0.1154326971038575,0.5736558941360737,0.3813095201548038
372,2,1,2.0,18.0,7.0,11.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,Female,Public,Undergraduate (S1),West Java (Bandung),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,3.6,2.0,3.4,2.0,3.2,-0.09936344382004134,0.8141189960382359,0.20753325330374156,0.22074010429329594,-0.23964654053072765
